class|name
8|Abrelatas no eléctricos
8|Abreostras
8|Abridores de carcasas de reloj
8|Afiladores de cuchillos
8|Afiladores de hojas de afeitar accionadas manualmente
8|Agujas para perforar orejas
8|Aireadores de césped (herramientas de mano impulsadas manualmente)
8|Alicates
8|Alicates (herramientas de mano)
8|Alicates de corte (alicates universales)
8|Alicates de engastar
8|Alicates de pesca
8|Alicates japoneses (cortahílos japonés)
8|Alicates para marbetes de oreja de ganado
8|Aparatos de depilación
8|Aparatos para doblar tubos (herramientas de mano)
8|Aparatos para perforar las orejas
8|Aparatos para tatuar
8|Aprietatuercas (herramientas de mano)
8|Avellanadoras (herramientas de mano)
8|Barras sacaclavos para carpintería
8|Barretas
8|Bastones de policía
8|Bastones espada
8|Berbiquíes (herramientas manuales de perforación de madera)
8|Bombas para líquidos accionadas manualmente
8|Bujardas (martillos de piedra)
8|Cavahoyos operados manualmente
8|Cepillos de carpintero
8|Cepillos que no sean eléctricos para descamar bloques de bonito desecado (cepillos katsuo-bushi)
8|Chairas de afilar
8|Cinceles (herramientas de mano)
8|Cinturones portaherramientas
8|Cizallas
8|Cizallas de bolsillo
8|Cizallas multipropósito
8|Cizallas para lana
8|Cizallas para papel
8|Cizallas para uso doméstico
8|Cizallas y tijeras de jardinería
8|Cortadoras de alimentos no eléctricas
8|Cortadoras de colchoneta de tatami
8|Cortadoras de hojalata (operadas manualmente)
8|Cortadores de alambre
8|Cortadores de alambre (herramientas de mano)
8|Cortadores de huevos no eléctricos
8|Cortadores de pizza que no sean no eléctricos
8|Cortadores de quesono eléctricos
8|Cortadores de tartas
8|Cortadores de vidrio
8|Cortadores manuales para quitar los ojos de las piñas
8|Cortadores no eléctricos para ajos
8|Cortapelos eléctricos para las orejas
8|Cortapelos eléctricos para nariz
8|Cortapelos para bebés
8|Cortaúñas
8|Cortaúñas manuales para mascotas
8|Cortaverduras
8|Cucharas
8|Cucharas de mesa
8|Cucharas de metales preciosos
8|Cucharas para pomelo
8|Cuchillas de cepillado
8|Cuchillo raya-fibras para chapas de madera
8|Cuchillos
8|Cuchillos biodegradables
8|Cuchillos de buceo
8|Cuchillos de carne
8|Cuchillos de caza
8|Cuchillos de cocina con hoja fina
8|Cuchillos de cocina japoneses para picar
8|Cuchillos de cocina para rebanar pescado
8|Cuchillos de cocinero
8|Cuchillos de mantequilla
8|Cuchillos de mesa
8|Cuchillos de pesca
8|Cuchillos de tallar
8|Cuchillos descamadores
8|Cuchillos multiusos
8|Cuchillos para ocio
8|Cuchillos para pomelos
8|Cuchillos para tallar frutas
8|Cuchillos para uso doméstico
8|Cuchillos plegables
8|Cuchillos y cucharas
8|Cuchillos, tenedores y cucharas
8|Cueros para afilar navajas de afeitar
8|Cultivadoras de mano accionadas manualmente
8|Cultivadores de mano accionados manualmente para jardinería
8|Cultivadores de tres dientes para jardinería (herramientas de mano)
8|Descorazonador de manzanas
8|Despepitadores de verduras y hortalizas
8|Destornilladores
8|Destornilladores (herramientas manuales)
8|Desvenadores de camarones (herramientas de mano)
8|Diamantes de cristalero como partes de herramientas de mano
8|Empujadores de cutícula
8|Encrespadores de pestañas eléctricos
8|Escamadores para pescado
8|Escardaderas (herramientas de mano)
8|Escariadores (herramientas de mano)
8|Espadas
8|Espadas japonesas
8|Espátulas de pintor
8|Espátulas para enmasillar
8|Estuches de instrumentos de manicura eléctricos
8|Estuches de manicura
8|Estuches de pedicura
8|Estuches de utensilios de pedicura eléctricos
8|Estuches para maquinillas de afeitar
8|Fuelles de chimenea
8|Ganchos
8|Ganchos de mano
8|Garlopas
8|Gatos manuales
8|Guadañas
8|Hachas
8|Hachas de cabeza grande
8|Hachas de carnicero
8|Hachetas
8|Herramientas de afilar accionadas manualmente
8|Herramientas de mano abrasivas
8|Herramientas de mano operadas manualmente para hacer hielo raspado
8|Herramientas de mano para plantar bulbos (operadas manualmente)
8|Herramientas operadas manualmente para remover espaciadores de baldosas
8|Herramientas remachadoras accionadas manualmente
8|Hierros para marcar a fuego
8|Hoces
8|Hojas (herramientas de mano)
8|Hojas de afeitar
8|Hojas de cizallas
8|Hojas de sierras de corte transversal
8|Hojas de tijeras
8|Hojas para maquinillas de afeitar eléctricas
8|Hormas de calzado (herramientas de zapatero)
