class|name
9|Ábacos
9|Abalorios para teléfonos móviles
9|Aceleradores de gráficos
9|Acelerómetros
9|Acometidas de líneas eléctricas
9|Acopladores ópticos
9|Acoplamientos de fibra óptica
9|Acumuladores (baterías)
9|Acumuladores y baterías
9|Adaptadores (electricidad)
9|Adaptadores de corriente eléctrica
9|Adaptadores de corriente para su uso en casquillos de encendedor de vehículos
9|Adaptadores de enchufe
9|Adaptadores de prueba para probar tableros de circuitos impresos
9|Adaptadores de redes informáticas
9|Adaptadores de tarjetas de memoria flash
9|Adaptadores para enchufes
9|Adaptadores para lentes de cámaras
9|Afinadores de radiofrecuencia de vehículos
9|Agendas electrónicas
9|Agujas de zafiro para tocadiscos
9|Aireadores para uso en laboratorio
9|Alambre y cable eléctrico
9|Alambres de resistencia
9|Alambres eléctricos
9|Alambres y cables eléctricos
9|Alargadores
9|Alarmas acústicas
9|Alarmas antirrobo
9|Alarmas antirrobo eléctricas y electrónicas
9|Alarmas antirrobo y contra incendio
9|Alarmas contra incendios
9|Alarmas contra intrusiones
9|Alarmas para la detección de gases inflamables
9|Alfombrillas de ratón
9|Alidadas
9|Almohadillas de enfriamiento para computadores portátiles
9|Almohadillas de mouse (periféricos computacionales)
9|Almohadillas nasales de silicona para anteojos
9|Altavoces
9|Altavoces con amplificadores incorporados
9|Altavoces de subgraves
9|Altavoces inalámbricos
9|Altavoces para automóviles
9|Altímetros
9|Amortiguadores de vibración para equipamiento de audio electrónico
9|Amperímetros
9|Amplificadores de guitarra
9|Amplificadores de poder
9|Amplificadores de sonido
9|Amplificadores de tubo
9|Amplificadores de válvula
9|Amplificadores eléctricos para su uso con instrumentos musicales
9|Amplificadores semiconductores ópticos
9|Analizadores de acidez
9|Analizadores de esperma animal para uso en laboratorio
9|Analizadores de fluorescencia de rayos X
9|Analizadores de gas de combustión
9|Analizadores de grasa corporal para uso doméstico
9|Analizadores de humedad de la piel, que no sean para uso médico
9|Analizadores de inyectores diésel
9|Analizadores de partículas de polvo
9|Analizadores electroscópicos de fotoelectrones (que no sean para uso médico)
9|Analizadores informatizados para motores de vehículos
9|Anillos adaptadores de objetivos para cámaras
9|Antenas
9|Antenas de autos
9|Antenas de microondas
9|Antenas de placa de zona
9|Antenas de radio y televisión
9|Antenas de radiofrecuencia
9|Antenas de recepción para la difusión vía satélite
9|Antenas de satélite
9|Antenas de transmisión de ondas de radio
9|Antenas externas
9|Antenas para aparatos de comunicación inalámbrica
9|Antenas para radar
9|Antenas parabólicas
9|Antenas parabólicas de satélite
9|Antenas parabólicas para transmisiones por satélite
9|Anteojos antideslumbrantes
9|Anteojos con revestimiento antireflectante
9|Anteojos de deporte
9|Anticátodos
9|Antiparras de visión nocturna
9|Aparato de medición de nivel de láser
9|Aparatos acopladores acústicos
9|Aparatos analizadores de aire
9|Aparatos basados en computadores para diseñar planos de circuitos electrónicos
9|Aparatos científicos para analizar el contenido de agua en productos de petróleo
9|Aparatos de alarma e instalaciones de alarma
9|Aparatos de cierre centralizado de puertas
9|Aparatos de codificación y decodificación
9|Aparatos de conmutación de audio
9|Aparatos de control de flujo de gas
9|Aparatos de control eléctrico para calefacción y manejo de energía
9|Aparatos de control eléctricos
9|Aparatos de control remoto para instalaciones de aire acondicionado
9|Aparatos de cromatografía automática
9|Aparatos de cromatografía automáticos de intercambio de iones para uso en laboratorio
9|Aparatos de cromatografía de gases para uso en laboratorio
9|Aparatos de cromatografía líquida para su uso en laboratorios
9|Aparatos de cromatografía para laboratorios
9|Aparatos de destilación para uso científico
9|Aparatos de detección por infrarrojos
9|Aparatos de doblaje de audio
9|Aparatos de fax
9|Aparatos de fotocopiado
9|Aparatos de grabación de imágenes y sonido
9|Aparatos de grabación y reproducción para transportadores de sonido e imagen
9|Aparatos de guía para aterrizaje de aeronaves
9|Aparatos de identificación animal electrónicos
9|Aparatos de karaoke
9|Aparatos de localización
9|Aparatos de medición de polvo fino
9|Aparatos de medición de radiactividad
9|Aparatos de medición de temperatura y niveles de humedad en gases y sustancias sólidas
9|Aparatos de medición del polvo
9|Aparatos de medición y control para aparatos de tecnología de aire acondicionado
9|Aparatos de medida de parámetros de antenas
9|Aparatos de medida digitales
9|Aparatos de montaje para cámaras y monitores
9|Aparatos de monturas para diapositivas
9|Aparatos de navegación para botes
9|Aparatos de navegación para vehículos (computadoras de a bordo)
9|Aparatos de pantallas de vídeo colocados en la cabeza
9|Aparatos de proyección de diapositivas o fotografías
9|Aparatos de proyección de fotografías
9|Aparatos de pruebas para comprobar placas de circuitos impresos
9|Aparatos de radio para vehículos
9|Aparatos de reconocimiento ópticos de caracteres
9|Aparatos de registro de películas
9|Aparatos de reproducción de sonido
9|Aparatos de respiración para la natación subacuática
9|Aparatos de respiración subacuática
9|Aparatos de telefonía celular
9|Aparatos de telefonía inalámbrica
9|Aparatos de telefotografía
9|Aparatos de telemetría por control remoto
9|Aparatos de televisión para proyección
9|Aparatos de transmisión de microondas para programas de radio y mensajes
9|Aparatos de transmisión de sonido
9|Aparatos de transmisión de telecomunicaciones
9|Aparatos de transmisión de video
9|Aparatos de transmisión telegráfica
9|Aparatos de transmisión y recepción de fax
9|Aparatos de video
9|Aparatos de visualización de puntuación (electrónicos)
9|Aparatos e instrumentos de codificación y decodificación
9|Aparatos e instrumentos de grabación de sonido (aparatos cinematográficos)
9|Aparatos e instrumentos de grabación y reproducción de sonido
9|Aparatos e instrumentos de navegación y posicionamiento
9|Aparatos e instrumentos de pesaje
9|Aparatos e instrumentos para transportar, distribuir, transformar, almacenar, regular o controlar la corriente eléctrica
9|Aparatos e instrumentos tocadiscos
9|Aparatos e instrumentos xerográficos
9|Aparatos eléctricos para la modificación genética de células para uso en investigación científica
9|Aparatos electrónicos utilizados para localizar artículos perdidos utilizando sistemas de posicionamiento globales o redes de comunicaciones celulares
9|Aparatos evaluadores para acumuladores
9|Aparatos extintores de incendio para vehículos
9|Aparatos extintores de incendios
9|Aparatos identificadores biométricos
9|Aparatos interruptores automáticos (para telecomunicaciones)
9|Aparatos medidores de distancias
9|Aparatos multifuncionales que incorporan copiadoras y funciones de facsímiles en modo autónomo
9|Aparatos para análisis de gases, líquidos y sólidos
9|Aparatos para analizar gases
9|Aparatos para control de parámetros de vuelo
9|Aparatos para difusión, grabación, transmisión o reproducción de sonido o imágenes
9|Aparatos para el control de la iluminación
9|Aparatos para grabación, transmisión o reproducción de imágenes
9|Aparatos para grabación, transmisión o reproducción de sonido e imágenes
9|Aparatos para grabación, transmisión y reproducción de imágenes
9|Aparatos para grabación, transmisión y reproducción de sonido e imágenes
9|Aparatos para grabación, transmisión, procesamiento y reproducción de sonido, imágenes o datos
9|Aparatos para grabar y reproducir voz
9|Aparatos para interferir radares
9|Aparatos para la grabación, transmisión y reproducción de sonido e imágenes
9|Aparatos para la reproducción de películas
9|Aparatos para limpiar cabezales de lectura magnéticos
9|Aparatos para medir la alineación de las ruedas
9|Aparatos para medir la velocidad del swing en golf
9|Aparatos para prueba de frenos de vehículos
9|Aparatos para prueba de transmisiones de vehículos
9|Aparatos para pruebas de alcohol
9|Aparatos para registrar el tiempo
9|Aparatos para secar impresiones fotográficas
9|Aparatos para transmisión de comunicaciones
9|Aparatos para transmisión inalámbrica de información acústica
9|Aparatos para transmisión y reproducción de sonido o imágenes
9|Aparatos para transmitir programas de radio y mensajes de radio
9|Aparatos periféricos informáticos
9|Aparatos portátiles para la reproducción de sonido
9|Aparatos radiotelefónicos
9|Aparatos radiotelegráficos
9|Aparatos receptores de televisión por satélite
9|Aparatos resonadores
9|Aparatos telefónicos
9|Aparatos telefónicos con pantalla y teclado incorporados
9|Aparatos telefónicos inalámbricos
9|Aparatos telefónicos móviles con sistemas de fax incorporados
9|Aparatos telegráficos automáticos
9|Aparatos telegráficos manuales
9|Aparatos transmisores y receptores para emisiones de radio y televisión y para transmisiones de larga distancia
9|Aparatos video grabadores y video reproductores
9|Aparatos y receptores telefónicos
9|Archivos de música descargables
9|Armazones de altavoces
9|Arranques de batería
9|Asistentes personales digitales
9|Atenuadores
9|Atenuadores de luces
9|Atriles de soporte para micrófonos
9|Audio casetes de audio vírgenes
9|Audio cintas con música
9|Audio cintas pregrabadas con música
9|Audio cintas vírgenes
9|Audio receptores y video receptores
9|Auriculares
9|Auriculares de botón
9|Auriculares de conducción ósea
9|Auriculares de supresión de ruidos
9|Auriculares estéreo
9|Auriculares manos libres para celulares
9|Auriculares para juegos de realidad virtual
9|Auriculares para música
9|Auriculares para teléfonos
9|Auriculares para teléfonos móviles
9|Auriculares personales para aparatos de transmisión de sonido
9|Auriculares personales para su uso con sistemas de transmisión de sonido
9|Auriculares telefónicos
9|Autobombas contra incendios
9|Autocolimadores
9|Autotemporizadores para cámaras
9|Autotransformadores
9|Balanzas de bolsillo
9|Balanzas de refrigerante
9|Balanzas digitales portátiles para pesar maletas
9|Balanzas electrónicas de cocina
9|Balanzas electrónicas de mano
9|Balanzas electrónicas digitales portátiles
9|Balizas para carreteras luminosas o mecánicas
9|Balsas salvavidas
9|Barcos-bomba contra incendios
9|Barras de sonido
9|Barreras y puertas de previo pago para estacionamientos de coches
9|Báscula de baño
9|Básculas
9|Básculas digitales de cuarto de baño
9|Básculas para bebés
9|Básculas parlantes
9|Bases de datos (electrónicas)
9|Bases de datos electrónicas
9|Bases de microscopios quirúrgicos
9|Baterías
9|Baterías de almacenamiento eléctrico
9|Baterías de almacenamiento níquel-cadmio
9|Baterías de ánodos
9|Baterías de ion litio
9|Baterías de litio secundarias
9|Baterías eléctricas
9|Baterías eléctricas para vehículos
9|Baterías eléctricas recargables
9|Baterías para coches
9|Baterías para linternas
9|Baterías para teléfonos móviles
9|Baterías para uso con ayudas auditivas
9|Baterías para vehículos
9|Baterías recargables
9|Baterías y cargadores de baterías
9|Binoculares para la caza
9|Biomicroscopios
9|Biorreactores de uso en laboratorio
9|Blancos de lente ópticos
9|Bloques de bornes eléctricos
9|Bloques de distribución de energía eléctrica
9|Bobinas electromagnéticas
9|Bobinas magnéticas y electromagnéticas
9|Bocinas, auriculares, micrófonos y lectores de CD
9|Bolígrafos con punta conductora para dispositivos con pantalla táctil
9|Bolígrafos para pantallas táctiles
9|Bolsas para cámaras y equipo fotográfico
9|Bolsos especiales para ordenadores (computadoras) portátiles
9|Bombillas de flash
9|Bombillas de flash para uso en fotografía
9|Borradores de cintas magnéticas
9|Boyas de marcación y señalización
9|Boyas de radio
9|Boyas salvavidas
9|Brazaletes de identificación magnéticamente codificados
9|Brazos de tocadiscos
9|Brújulas direccionales
9|Brújulas giroscópicas magnéticas
9|Brújulas magnéticas
9|Brújulas magnéticas para agrimensura
9|Brújulas marinas
9|Cabezales basculantes para cámaras
9|Cabezales de impresión para impresoras y trazadores (aparatos de medición)
9|Cable de telecomunicación
9|Cables adaptadores eléctricos
9|Cables adaptadores para auriculares
9|Cables aéreos de alta tensión
9|Cables alargadores
9|Cables conectores eléctricos
9|Cables de alimentación eléctrica submarinos
9|Cables de arranque
9|Cables de arranque de batería
9|Cables de audio
9|Cables de batería
9|Cables de carga eléctrica
9|Cables de conexión
9|Cables de corriente
9|Cables de extensión telefónicos
9|Cables de fibra óptica
9|Cables de micrófonos
9|Cables de relé de radio
9|Cables de telecomunicaciones
9|Cables eléctricos
9|Cables eléctricos de aislamiento mineral
9|Cables eléctricos para uso en conexiones
9|Cables eléctricos y ópticos
9|Cables eléctricos, conductores y partes de los mismos
9|Cables ópticos
9|Cables para guitarras
9|Cables para ordenadores
9|Cables para sistemas de transmisión de señal eléctrica y óptica
9|Cables para transmisión de señal eléctrica u óptica
9|Cables para transmisión de señal óptica
9|Cables pasa corriente
9|Cables USB
9|Cables USB para teléfonos celulares
9|Cables y alambres eléctricos
9|Cables y fibras para la transmisión de sonidos e imágenes
9|Cadenas de agrimensura
9|Cadenas para gafas
9|Cadenas para gafas y gafas de sol
9|Cadenas para quevedos
9|Cadenas y cordones para gafas
9|Cadenas y cordones para gafas de sol
9|Cajas de acumuladores
9|Cajas de conexión eléctricas
9|Cajas de distribución de electricidad
9|Cajas de distribución para energía eléctrica
9|Cajas de empalme
9|Cajas de Petri
9|Cajas de protección para discos magnéticos
9|Cajas para altavoces
9|Cajas para diapositivas
9|Cajas registradoras
9|Cajas registradoras automáticas
9|Cajas registradoras, máquinas calculadoras, equipo de procesamiento de datos y computadoras
9|Cajeros automáticos
9|Calculadoras de bolsillo
9|Calculadoras electrónicas
9|Calculadoras electrónicas de bolsillo
9|Calculadoras electrónicas de escritorio
9|Calculadoras y máquinas calculadoras
9|Calibrador angular
9|Calibradores de la profundidad de travesaños
9|Calibradores de la profundidad del dibujo de los neumáticos
9|Calibradores pasa - no pasa
9|Calibres anulares
9|Calibres de herradura
9|Calibres digitales de torsión
9|Calibres electrónicos de corredera
9|Calibres para agujeros
9|Calibres para medir la longitud
9|Calibres para medir la proporción aire/combustible
9|Calorímetros
9|Cámaras
9|Cámaras cinematográficas
9|Cámaras de ángulo ciego para vehículos
9|Cámaras de caza
9|Cámaras de monitorización e inspección de equipo en una estación de energía nuclear
9|Cámaras de oxígeno hiperbárico que no sean para uso médico
9|Cámaras de película fotográfica
9|Cámaras de películas de auto-revelado
9|Cámaras de placa
