class|name
17|Aceites aislantes
17|Acoplamientos no metálicos para mangueras de incendio
17|Aislación de fibra de vidrio
17|Aislamiento de tubos
17|Aislante en forma de revestimientos de pisos
17|Aislantes cerámicos de electricidad
17|Aislantes eléctricos, térmicos y acústicos
17|Aislantes para cables eléctricos
17|Amianto en polvo
17|Anillos de caucho para su uso como sellado en la conexión de tuberías
17|Arandelas de caucho o fibra vulcanizada
17|Barnices aislantes
17|Barras y varillas de caucho
17|Barreras flotantes antipolución
17|Bolsas de caucho para embalaje de mercancías (sobres o bolsitas)
17|Cartón de amianto
17|Caucho acrílico
17|Caucho clorado
17|Caucho crudo
17|Caucho de estireno-butadieno
17|Caucho de etileno-propileno
17|Caucho de isobutileno-isopreno
17|Caucho de nitrilo
17|Caucho de polisulfuro
17|Caucho de silicona
17|Caucho en bruto o semielaborado
17|Caucho expandido de celdas cerradas para insonorización
17|Caucho hidroclorado
17|Caucho natural
17|Caucho reciclado
17|Caucho regenerado
17|Caucho semielaborado
17|Caucho sintético
17|Cinta aislantes de electricidad
17|Cinta de enmascarar
17|Cinta para juntas de paneles de yeso
17|Cinta para uniones de alfombras
17|Cinta tapajuntas para tubos
17|Cintas aislantes
17|Compuestos para unir tubos
17|Cordones y cuerdas de amianto
17|Cordones y lazos de caucho
17|Cortina ignífuga de amianto
17|Cortinas de barrera del tipo de deflectores o barreras flotantes para retener contaminantes
17|Derivados de caucho
17|Ebonita (vulcanita)
17|Elastómeros para su unión a artículos utilizados para granallado
17|Enlucidos aislantes
17|Espuma de caucho
17|Fibra vulcanizada
17|Fibras de carbón que no sean para uso textil
17|Fibras de vidrio para aislamiento de edificios
17|Fibras de vidrio para aislar
17|Fibras de vidrio para uso en la fabricación de aislantes de edificios
17|Fieltro de amianto
17|Filamento e hilo de caucho recubierto que no sean para uso textil
17|Forros de embrague
17|Fundas de identificación de caucho para tuberías
17|Goma en bruto
17|Guantes aislantes
17|Gutapercha
17|Hilo de amianto
17|Hilo de caucho que no sean para uso textil
17|Hilo de caucho simple y recubierto que no sea para uso textil
17|Hilos de amianto
17|Hilos elásticos que no sean para uso textil
17|Hojas de caucho
17|Hojas de materias plásticas para uso agrícola
17|Hojas de polipropileno que no sean para embalaje
17|Juntas de expansión elastoméricas
17|Láminas aislantes de grafito
17|Láminas de materias plásticas con revestimiento adhesivo para la industria manufacturera
17|Láminas de plástico autoadhesivas para uso industrial
17|Láminas de vinilo para su uso en la fabricación de inflables
17|Láminas metálicas para aislamiento de edificios
17|Lana de roca
17|Lana de vidrio para aislar
17|Látex para uso industrial
17|Mangueras de caucho para uso agrícola
17|Mangueras de empalme para inyectores de vehículos
17|Mangueras para el césped
17|Mangueras para regar
17|Mantas aislantes para calentadores de agua
17|Mantas de insonorización
17|Mantas de materias plásticas para curar hormigón
17|Masilla de calafatear
17|Masillas para juntas
17|Material de goma para recauchutado de neumáticos
17|Material de plástico en forma extruida para su uso en fabricación
17|Material de relleno de caucho o plástico
17|Materiales aislantes
17|Materiales aislantes de electricidad
17|Materiales de aislamiento para acondicionadores de aire
17|Materiales de insonorización
17|Materiales insonorizantes de lana de roca que no sean para la construcción
17|Materiales para calafatear
17|Materiales para estopar
17|Materiales refractarios aislantes
17|Materias de relleno de caucho
17|Materias plásticas en forma de láminas, películas, bloques, varillas y tubos
17|Materias plásticas semielaboradas
17|Mica
17|Mica en bruto o semielaborada
17|Paneles de barrera para el aislamiento acústico
17|Papel de amianto
17|Película de plástico de uso agrícola
17|Película de poliuretano para su uso como barrera contra la humedad
17|Película para empajado de suelos (mulching)
17|Películas de materias plásticas para uso en ventanas
17|Películas de materias plásticas tintadas para ventanillas de vehículos
17|Películas de plástico anti vaho para espejos retrovisores de automóviles
17|Películas de plástico teñido para uso en ventanas
17|Películas plásticas para uso en papel laminado
17|Pinturas aislantes
17|Plástico extrudido en forma de barras, bloques, pellets, varillas, láminas y tubos para fabricación
17|Productos de caucho aislantes de electricidad
17|Productos de materias plásticas semielaborados
17|Productos de mica aislantes de electricidad
17|Racores no metálicos para tuberías flexibles
17|Recipientes de caucho para embalaje industrial
17|Recubrimientos aislantes
17|Redes de amianto
17|Rellenos para juntas de expansión
17|Rellenos plásticos
17|Selladores de poliuretano
17|Selladores de silicona
17|Sello obturador de juntas de tubo
17|Servicios de tendido de tubos
17|Soportes de tubo aislados
17|Tapas y tapones de caucho para recipientes de embalaje industrial
17|Tapones de caucho para botellas
17|Tejidos aislantes
17|Tejidos de amianto
17|Tejidos de fibras de vidrio para aislar
17|Tuberías y tubos de caucho
17|Tubos flexibles no metálicos
17|Tubos plásticos flexibles
17|Tubos termorretráctiles termoplásticos para gestionar cables eléctricos
17|Válvulas hechas de fibra de caucho o vulcanizada sin incluir elementos de máquinas
17|Varillas y barras de materias plásticas
