class|name
6|Abrazaderas metálicas
6|Abrazaderas metálicas para cables
6|Acero
6|Acero bruto o semielaborado
6|Acero en bruto
6|Acero en forma de hojas, placas, láminas y bobinas
6|Acero inoxidable
6|Acero laminado
6|Acero para latas
6|Aceros al carbono
6|Aceros en forma de hojas, placas, láminas y rieles
6|Aceros enrollados
6|Acoplamientos (juntas) hechos de metal para tuberías
6|Adornos para pasteles de metales comunes
6|Alambre para gallineros
6|Alambres de latón
6|Alambres de púas
6|Alambres para soldar
6|Alcantarillas de metal
6|Aldabas metálicas para puertas
6|Aleación de aluminio
6|Aleaciones de acero
6|Aleaciones de aluminio
6|Aleaciones de metales comunes
6|Aleaciones de níquel
6|Aleaciones de plomo
6|Aleaciones de titanio
6|Aleaciones para soldadura fuerte
6|Aluminio y sus aleaciones
6|Anclas
6|Anillas metálicas para llaves
6|Arcas metálicas
6|Armazones de acero para la construcción
6|Armazones metálicos
6|Aros y cadenas de metal para llaves
6|Arquetas de desagüe metálicas para construcción de sistemas de impermeabilización de sótanos
6|Arrabio
6|Arrecifes artificiales metálicos para peces
6|Artículos de aluminio o sus aleaciones, semi-acabados, en forma de fundiciones, papel, polvo o extruidos.
6|Artículos de cerrajería metálica
6|Artículos de lata o sus aleaciones, semi-acabados, en forma de fundiciones, papel, polvo o extruidos.
6|Artículos de níquel o sus aleaciones, semi-acabados, en forma de fundiciones, papel, polvo o extruidos.
6|Artículos de plomo o sus aleaciones, semi-acabados, en forma de fundiciones, papel, polvo o extruidos.
6|Azulejos de pared metálicos
6|Azulejos metálicos para construcción
6|Badenes metálicos
6|Balizas metálicos no luminosos (estructuras de torre)
6|Balizas para carreteras que no sean luminosas o mecánicas
6|Bandas metálicas finas
6|Bañeras de pájaros metálicas
6|Barandillas de metal
6|Barras de acero acabadas en frío
6|Barras de acero huecas
6|Barras de cielo metálicas
6|Barras de estaño
6|Barras de estaño en bobinas
6|Barras de metal
6|Barreras de seguridad metálicas para carreteras
6|Barrotes de rejas metálicas
6|Baúles metálicos
6|Bisagras metálicas
6|Blindajes metálicos para la construcción
6|Bolardos de amarre metálicos
6|Bolas de acero
6|Bordes de separación metálicos para jardines
6|Bridas metálicas
6|Bronce
6|Buzones de correo metálicos
6|Cabinas metálicas para la pulverización de pinturas en aerosol
6|Cabinas metálicas para pulverizar pintura
6|Cables de titanio
6|Cables metálicos no eléctricos
6|Cables y alambres metálicos no eléctricos
6|Cabos de alambre
6|Cabos de alambre de acero
6|Cadenas metálicas para llaves
6|Cadmio
6|Cajas de caudales de metal
6|Cajas de metales comunes
6|Cajas de seguridad metálicas
6|Cajas de seguridad metálicas resistentes al fuego
6|Cajas fuertes de metal en forma de libros
6|Cajas fuertes electrónicas
6|Cajas fuertes para guardar armas
6|Cajas metálicas para dinero
6|Cajas metálicas para herramientas
6|Canales de metal para ventilación
6|Candados para bicicletas
6|Cañerías metálicas
6|Casas prefabricadas metálicas
6|Cenadores transportables principalmente metálicos
6|Cenefas de metal
6|Cercas de alambre
6|Cermets
6|Cerraduras metálicas de picaporte
6|Cerrojos metálicos
6|Chapas de acero
6|Chatarra de acero al carbono de bajo contenido en cobre
6|Cierres metálicos para recipientes
6|Cinta para fijar peluquines a la cabeza
6|Cintas metálicas para atar
6|Cintas metálicas para la identificación de animales de compañía
6|Clavijas metálicas
6|Clavos
6|Codos del metal para tuberías incluyendo aquellas de acero aleado y titanio
6|Cofres metálicos
6|Colectores múltiples metálicos para canalizaciones
6|Columnas publicitarias metálicas
6|Conductos metálicos para instalaciones de aire acondicionado
6|Conductos metálicos para instalaciones de ventilación
6|Conectores metálicos para cubiertas y vigas de cubiertas
6|Construcciones metálicas reubicables
