class|name
28|Acolchados de seguridad para postes de tenis
28|Ajedrez chino
28|Alas flotadoras para nadar
28|Aletas de natación
28|Alimentos de juguete
28|Almohadillas de patada para Taekwondo
28|Amortiguadores de vibraciones para raquetas de tenis
28|Animales de juguete
28|Animales de juguete rellenos
28|Anteojos prismáticos de juguete
28|Anzuelo con luces para peces
28|Anzuelos
28|Aparatos de aeróbica con escalones
28|Aparatos de entrenamiento físico
28|Aparatos de entrenamiento físico, a saber, ejercitadores de manos y dedos
28|Aparatos de entretenimiento adaptados para su uso exclusivo con receptores de televisión
28|Aparatos de tirolesa para uso recreativo
28|Aparatos para recoger pelotas de golf
28|Aparatos recogepelotas para tenis
28|Aparejos de pesca
28|Árboles de Navidad artificiales
28|Árboles de Navidad de juguete
28|Árboles de Navidad de materiales sintéticos
28|Arcos de tiro
28|Arcos de tiro japonés (yumi)
28|Areneros (Equipamiento para área de juegos)
28|Armas de esgrima
28|Armónicas de juguete
28|Arneses de pesca
28|Arneses para tablas de windsurf
28|Aros para gimnasia
28|Arpones activados con resortes (equipos de submarinismo deportivo)
28|Artículos de ropa para juguetes
28|Artículos de sombrerería para muñecas
28|Atriles hacer sentadillas con barras de pesas
28|Aviones de juguete
28|Aviones de juguete a control remoto
28|Aviones de juguete con lanzador elástico
28|Bajos de línea de pesca
28|Balones de baloncesto
28|Balones de balonmano
28|Balones de fútbol americano
28|Balones de tonificación para pilates
28|Balones de water polo
28|Balones para ejercicios de alivio del estrés
28|Balones y pelotas de juego
28|Bancas para hacer abdominales
28|Bancos para su uso en gimnasia
28|Bandas elásticas para su uso en ejercicios de acondicionamiento físico
28|Bandas para mesas de billar
28|Barajadoras de naipes
28|Barajas de cartas
28|Barajas de cartas comunes
28|Barajas de cartas japonesas (hanafuda)
28|Barajas de cartas karuta (juego de cartas japonés)
28|Barras asimétricas para gimnasia
28|Barras con resorte para ejercicios físicos
28|Barras de danza portátiles
28|Barras de equilibrio para gimnasia
28|Barras de puerta para hacer flexiones
28|Barras fijas para gimnasia
28|Barras para levantar pesas
28|Barras paralelas para gimnasia
28|Barreras para pistas de bolos
28|Barriles de dardos
28|Bases de béisbol
28|Bastones de esquí
28|Bastones de majorette
28|Bastones hinchables para animar
28|Bastones inflables para animar
28|Bastones provistos de luces LED (juguetes)
28|Bates de béisbol
28|Bates de cricket
28|Bates de juegos
28|Bates de sóftbol
28|Biberones para muñecas
28|Bicheros para la pesca
28|Bicicletas de juguete para niños que no sean para transporte
28|Biombos protectores para lanzadores de béisbol (artículos de deporte)
28|Blancos de tiro
28|Bloque de yoga
28|Bloques de arranque (pistas deportivas)
28|Bloques de construcción de juguete que pueden interconectarse
28|Bloques de construcción imantados (juguetes)
28|Bloques de juguete para aprender el lenguaje braille
28|Bobsleighs (trineos de carreras)
28|Bolas de billar
28|Bolas de boliche
28|Bolas de hockey sobre hierba
28|Bolas para el lanzamiento de peso
28|Bolas para jugar dodgeball (quemadas)
28|Bolos (juegos)
28|Bolos de bolera
28|Bolsas adaptadas para palos de lacrosse
28|Bolsas con o sin ruedas para palos de golf
28|Bolsas de boliche
28|Bolsas de esquí
28|Bolsas de golf
28|Bolsas especialmente diseñadas para tablas de surf
28|Bolsas para cebo vivo
28|Bolsas para palos de golf
28|Bolsas para palos de hockey sobre hielo
28|Bombas especialmente adaptadas para su uso con pelotas para juegos
28|Botes con piezas de piedra para jugar al go (botes goke)
28|Botes de juguete
28|Boyas de pesca
28|Broches de juguete
28|Caballetes para gimnasia
28|Caballitos de balancín (juguetes)
28|Cabezas de palos de golf
28|Cajas de salto
28|Cajas para cebos de pesca (aparejos de pesca)
28|Cajitas musicales de juguete (artículos de juego)
28|Cámaras de juguete
28|Campanitas para árboles de Navidad
28|Cañas de dardo
28|Cañas de palos de golf
28|Cañas de pesca
28|Cañas de pescar
28|Canastas de baloncesto
28|Canicas
28|Canicas para jugar
28|Cantos de esquís
28|Carillones de juguete
28|Carnada artificial para pesca
28|Carretes de pesca
28|Carriles de carreras (aparatos de natación)
28|Cartas de juego coreanas (hwatoo)
28|Cartas para jugar (naipes)
28|Casas de juguete
28|Casas de juguete modulares
28|Casas de muñecas
28|Cascos para muñecos
28|Cebo artificial para la pesca
28|Cebos artificiales de pesca
28|Cebos para la caza de aves acuáticas
28|Chalecos de natación
28|Cinta de tensión para deportes de equilibrio (artículos deportivos)
28|Cintas de correr para el ejercicio físico
28|Cintas de sujeción para empuñaduras de palos de golf
28|Cintas de sujeción para empuñaduras de palos de hockey sobre hielo
28|Cintas de sujeción para empuñaduras de raquetas
28|Cinturones de levantamiento de pesas (artículos de deporte)
28|Cinturones de natación
28|Cochecitos de juguete
28|Coches de juguete
28|Coderas de fútbol americano
28|Cohetes de juguete
28|Columpios
28|Cometas
28|Cometas flexibles (parafoils)
28|Conos de disco para fútbol
28|Consolas de videojuegos
28|Coronas y guirnaldas artificiales
28|Correas de sujeción para tablas de bodyboard
28|Correas de yoga
28|Correas para tablas de surf
28|Cromos (juegos de cartas)
28|Cuartos de muñecas
28|Cubiertas de cabezas para palos de golf
28|Cubiletes para dados
28|Cucharillas (cebos) giratorias para la pesca
28|Cuchillas de patines para hielo
28|Cuerdas de arco
28|Cuerdas de saltar
28|Cuerdas de tripa para raquetas de tenis o bádminton
28|Cuerdas para palos de lacrosse
28|Cuerdas para raquetas
28|Cuerdas para saltar
28|Cuerdas para saltar que incorporan contadores digitales
28|Dactileras para tiro con arco
28|Dados (juegos)
28|Damas chinas (juegos)
28|Dameros
28|Dianas electrónicas para juegos y deportes
28|Dianas para dardos
28|Dientes de vampiro de broma
28|Dinero de juguete
28|Discos de hockey
28|Discos de lanzamiento (artículos de deporte)
28|Discos para deportes de campo
28|Discos para el juego del tejo
28|Discos para levantamiento de pesas (artículos de deporte)
28|Dominó coreano (glopae)
28|Dreidels (trompos judíos)
28|Ejes de mancuernas para levantamiento de pesas
28|Empuñaduras de palos de golf
28|Encordadores para arcos de tiro
28|Epee (armas de esgrima)
28|Equipos para billar
28|Escalones de aeróbic
28|Escudos para las patadas de karate
28|Escudos protectores de kendo para el torso
28|Espadas de bambú para kendo
28|Espadas de madera para kendo
28|Espinilleras para fútbol
28|Espumillón para decorar árboles de Navidad
28|Esquís
28|Esquís alpinos
28|Esquís náuticos
28|Esteras para la práctica de lanzamientos (instrumento para golf)
28|Estructuras de barras para parques (equipos para jugar)
28|Estructuras de construcción de juguete y pistas para vehículos de juguete
28|Estuches de esquís
28|Estuches de protección especialmente adaptados para videojuegos de mano
28|Estuches de raquetas para tenis o bádminton
28|Estuches en forma de carcaj para artículos deportivos
28|Estuches para bates de béisbol
28|Estuches para cañas de pescar
28|Estuches para pelotas de tenis
28|Estuches para raquetas de tenis de mesa
28|Extensores para pectorales
28|Faldones para árboles de Navidad
28|Fichas para juegos
28|Figuras de acción de juguete
28|Figuras de juguete
28|Fijaciones de esquís
28|Fijaciones de esquís alpinos
28|Flechas para tiro con arco
28|Floretes (armas de esgrima)
28|Floretes de esgrima
28|Flotadores inflables para nadar
28|Flotadores para nadar
